classification,reason,event_date,contribution_period,Krankenkasse,amount_paid,amount_outstanding,event_type,source_file,source_snippet,confidence
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-08-09,,KKH,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_07-2024_DivAuswertungen_DivMitarbeiter_KZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-08-30,2024-08,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,"00_INBOX - Входящи - Eingang/Accounting/accountings072024/43617 - Rechnung 240857_2024 vom 30.08.2024, Aufträge 31_24, 32_24, 33_24, 34_24, Mandant 42303.pdf","richtung von Lohnkonten und Aufnahme der Stammdaten 100,00 EUR AN Juli/2024 1 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 15,00 EUR AN Juli/2024 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN Juli/2024 Seite 1 Übertrag 1.517,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240857 Rechnungsjahr: 2024 Übertrag 1.517,20 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBV",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-08-30,2024-08,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,"00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/43617 - Rechnung 240857_2024 vom 30.08.2024, Aufträge 31_24, 32_24, 33_24, 34_24, Mandant 42303.pdf","richtung von Lohnkonten und Aufnahme der Stammdaten 100,00 EUR AN Juli/2024 1 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 15,00 EUR AN Juli/2024 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN Juli/2024 Seite 1 Übertrag 1.517,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240857 Rechnungsjahr: 2024 Übertrag 1.517,20 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBV",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-08-30,2024-08,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/43617 - Rechnung 240857_2024 vom 30.08.2024, Aufträge 31_24, 32_24, 33_24, 34_24, Mandant 42303.pdf","richtung von Lohnkonten und Aufnahme der Stammdaten 100,00 EUR AN Juli/2024 1 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 15,00 EUR AN Juli/2024 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN Juli/2024 Seite 1 Übertrag 1.517,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240857 Rechnungsjahr: 2024 Übertrag 1.517,20 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBV",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-08-30,2024-08,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/43617 - Rechnung 240857_2024 vom 30.08.2024, Aufträge 31_24, 32_24, 33_24, 34_24, Mandant 42303__copy2.pdf","richtung von Lohnkonten und Aufnahme der Stammdaten 100,00 EUR AN Juli/2024 1 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 15,00 EUR AN Juli/2024 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN Juli/2024 Seite 1 Übertrag 1.517,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240857 Rechnungsjahr: 2024 Übertrag 1.517,20 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBV",MEDIUM
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2024-09-01,2024-09,AOK,479.20,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting/Favorit MP Martin Zahariev _4025268_vom_01.09.2024.pdf,"Pro Monatliche Gebühren PRO 31 19 10,99 340,69 2 Wegfahrsperre All in Wegfahrsperre All in 31 19 2,00 62,00 402,69 Zwischensumme 19 % USt. auf € 402,69 76,51 Endbetrag 479,20 Per SEPA-Lastschrift wird der Rechnungsbetrag von 479,20 € zum Mandat 104670000001 zu der Gläubiger-Id DE45ZZZ00002191456 von Ihrem Konto DE95100100100925729109 bei der Postbank Ndl Deutsche Bank, PBNKDEFFXXX, zum Fälligkeitstag 13.09.2024 abgeb",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2024-09-01,2024-09,AOK,479.20,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Favorit MP Martin Zahariev _4025268_vom_01.09.2024.pdf,"Pro Monatliche Gebühren PRO 31 19 10,99 340,69 2 Wegfahrsperre All in Wegfahrsperre All in 31 19 2,00 62,00 402,69 Zwischensumme 19 % USt. auf € 402,69 76,51 Endbetrag 479,20 Per SEPA-Lastschrift wird der Rechnungsbetrag von 479,20 € zum Mandat 104670000001 zu der Gläubiger-Id DE45ZZZ00002191456 von Ihrem Konto DE95100100100925729109 bei der Postbank Ndl Deutsche Bank, PBNKDEFFXXX, zum Fälligkeitstag 13.09.2024 abgeb",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2024-09-01,2024-09,AOK,479.20,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Favorit MP Martin Zahariev _4025268_vom_01.09.2024__copy2.pdf,"Pro Monatliche Gebühren PRO 31 19 10,99 340,69 2 Wegfahrsperre All in Wegfahrsperre All in 31 19 2,00 62,00 402,69 Zwischensumme 19 % USt. auf € 402,69 76,51 Endbetrag 479,20 Per SEPA-Lastschrift wird der Rechnungsbetrag von 479,20 € zum Mandat 104670000001 zu der Gläubiger-Id DE45ZZZ00002191456 von Ihrem Konto DE95100100100925729109 bei der Postbank Ndl Deutsche Bank, PBNKDEFFXXX, zum Fälligkeitstag 13.09.2024 abgeb",HIGH
NORMAL_MONTHLY_PAYMENT,Payment amount exists but no arrears context is stated.,2024-09-01,2024-09,AOK,479.20,,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,00_INBOX - Входящи - Eingang/Accounting_Organized/11_Contribution_Lists/Favorit MP Martin Zahariev _4025268_vom_01.09.2024.pdf,"Pro Monatliche Gebühren PRO 31 19 10,99 340,69 2 Wegfahrsperre All in Wegfahrsperre All in 31 19 2,00 62,00 402,69 Zwischensumme 19 % USt. auf € 402,69 76,51 Endbetrag 479,20 Per SEPA-Lastschrift wird der Rechnungsbetrag von 479,20 € zum Mandat 104670000001 zu der Gläubiger-Id DE45ZZZ00002191456 von Ihrem Konto DE95100100100925729109 bei der Postbank Ndl Deutsche Bank, PBNKDEFFXXX, zum Fälligkeitstag 13.09.2024 abgeb",HIGH
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-12,,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting/testpayslip/10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-12,,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-12,,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00098_NZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-12,,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-12,,Barmer,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting/testpayslip/10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-12,,Barmer,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-12,,Barmer,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00098_NZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-12,,Barmer,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_08-2024_Brutto_NettoProbe_00098_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,2024-08,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 08-2024.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,2024-08,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting/payroll082024/Lohnauswertungen.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00074_NZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,2024-08,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 08-2024.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,2024-08,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 08-2024__copy2.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,2024-08,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 08-2024__copy3.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,2024-08,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy17.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,2024-08,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy35.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,2024-08,AOK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy53.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im August 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 472,01 AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK Nordost 14456 Potsdam Keine Überw. 89878877",MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,,BKK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,,BKK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,,BKK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00074_NZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,,BKK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,,SBK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
UNCLEAR,"Arrears/outstanding context exists, but no repayment is documented.",2024-09-13,,SBK,,,ARREARS_OR_ENFORCEMENT_NOTICE,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_08-2024_Brutto_NettoProbe_00074_NZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
