evidence_id,event_date,contribution_period,Krankenkasse,event_type,amount_due,due_date,amount_paid,payment_date,amount_outstanding,sender,recipient,communication_subject,communication_summary,payment_plan_status,source_file,source_path,source_page,source_snippet,extraction_method,confidence,duplicate_references,gap_flags
SI-390JS-5935-26-01329,2024-12-05,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2014 vom 05.12.2024 Sendungsverlust Zahariev.pdf,00_INBOX - Входящи - Eingang/Accounting/fwdgutschriftundrechnungen/Rechnung 2014 vom 05.12.2024 Sendungsverlust Zahariev.pdf,,"Endbetrag:______ __ _ 10.390,09 € Steuerbereinigter Schadenersatz, Schadenbetrag ohne Mehrwertsteuer. Zahlungsziel: Zahlbar durch Verrechnung Bankverbindung: Volksbank Chemnitz IBAN: DE41870962140321049680 S.W.I.F.T.-Code GENODEF1CH1",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01330,2024-12-05,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2014 vom 05.12.2024 Sendungsverlust Zahariev.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2014 vom 05.12.2024 Sendungsverlust Zahariev.pdf,,"Endbetrag:______ __ _ 10.390,09 € Steuerbereinigter Schadenersatz, Schadenbetrag ohne Mehrwertsteuer. Zahlungsziel: Zahlbar durch Verrechnung Bankverbindung: Volksbank Chemnitz IBAN: DE41870962140321049680 S.W.I.F.T.-Code GENODEF1CH1",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01331,2024-12-05,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2014 vom 05.12.2024 Sendungsverlust Zahariev__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2014 vom 05.12.2024 Sendungsverlust Zahariev__copy2.pdf,,"Endbetrag:______ __ _ 10.390,09 € Steuerbereinigter Schadenersatz, Schadenbetrag ohne Mehrwertsteuer. Zahlungsziel: Zahlbar durch Verrechnung Bankverbindung: Volksbank Chemnitz IBAN: DE41870962140321049680 S.W.I.F.T.-Code GENODEF1CH1",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01332,2024-12-05,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2014 vom 05.12.2024 Sendungsverlust Zahariev__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2014 vom 05.12.2024 Sendungsverlust Zahariev__copy3.pdf,,"Endbetrag:______ __ _ 10.390,09 € Steuerbereinigter Schadenersatz, Schadenbetrag ohne Mehrwertsteuer. Zahlungsziel: Zahlbar durch Verrechnung Bankverbindung: Volksbank Chemnitz IBAN: DE41870962140321049680 S.W.I.F.T.-Code GENODEF1CH1",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01333,2024-12-07,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2015 07.12.2024 Martin Zahariev.pdf,00_INBOX - Входящи - Eingang/Accounting/fwdgutschriftundrechnungen/Rechnung 2015 07.12.2024 Martin Zahariev.pdf,,"Endbetrag:_____ 196,35 € Zahlungsziel: Zahlbar durch Verrechnung Bankverbindung: Volksbank Chemnitz IBAN: DE41870962140321049680 S.W.I.F.T.-Code GENODEF1CH1 Vielen Dank für Ihren Auftrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01334,2024-12-07,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2023 vom 07.12.2024  Zahariev HERMES Bekleidung.pdf,00_INBOX - Входящи - Eingang/Accounting/fwdgutschriftundrechnungen/Rechnung 2023 vom 07.12.2024  Zahariev HERMES Bekleidung.pdf,,"€ Endbetrag:_____ 50,49 € Zahlungsziel: Zahlbar durch Verrechnung. Bankverbindung: Volksbank Chemnitz IBAN: DE41870962140321049680 S.W.I.F.T.-Code GENODEF1CH1",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01335,2024-12-07,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2015 07.12.2024 Martin Zahariev.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2015 07.12.2024 Martin Zahariev.pdf,,"Endbetrag:_____ 196,35 € Zahlungsziel: Zahlbar durch Verrechnung Bankverbindung: Volksbank Chemnitz IBAN: DE41870962140321049680 S.W.I.F.T.-Code GENODEF1CH1 Vielen Dank für Ihren Auftrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01336,2024-12-07,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2015 07.12.2024 Martin Zahariev__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2015 07.12.2024 Martin Zahariev__copy2.pdf,,"Endbetrag:_____ 196,35 € Zahlungsziel: Zahlbar durch Verrechnung Bankverbindung: Volksbank Chemnitz IBAN: DE41870962140321049680 S.W.I.F.T.-Code GENODEF1CH1 Vielen Dank für Ihren Auftrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01337,2024-12-07,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2015 07.12.2024 Martin Zahariev__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2015 07.12.2024 Martin Zahariev__copy3.pdf,,"Endbetrag:_____ 196,35 € Zahlungsziel: Zahlbar durch Verrechnung Bankverbindung: Volksbank Chemnitz IBAN: DE41870962140321049680 S.W.I.F.T.-Code GENODEF1CH1 Vielen Dank für Ihren Auftrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01338,2024-12-07,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2023 vom 07.12.2024  Zahariev HERMES Bekleidung.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2023 vom 07.12.2024  Zahariev HERMES Bekleidung.pdf,,"€ Endbetrag:_____ 50,49 € Zahlungsziel: Zahlbar durch Verrechnung. Bankverbindung: Volksbank Chemnitz IBAN: DE41870962140321049680 S.W.I.F.T.-Code GENODEF1CH1",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01339,2024-12-07,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2023 vom 07.12.2024  Zahariev HERMES Bekleidung__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2023 vom 07.12.2024  Zahariev HERMES Bekleidung__copy2.pdf,,"€ Endbetrag:_____ 50,49 € Zahlungsziel: Zahlbar durch Verrechnung. Bankverbindung: Volksbank Chemnitz IBAN: DE41870962140321049680 S.W.I.F.T.-Code GENODEF1CH1",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01340,2024-12-07,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2023 vom 07.12.2024  Zahariev HERMES Bekleidung__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2023 vom 07.12.2024  Zahariev HERMES Bekleidung__copy3.pdf,,"€ Endbetrag:_____ 50,49 € Zahlungsziel: Zahlbar durch Verrechnung. Bankverbindung: Volksbank Chemnitz IBAN: DE41870962140321049680 S.W.I.F.T.-Code GENODEF1CH1",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01341,2024-12-09,2024-11,AOK,HEALTH_INSURANCE_RELATED_DOCUMENT,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Lohnauswertungen_November_2024-1.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_November_2024-1.pdf,,[[page 1]] Probeabrechnung WZ1 659798/10001/00096 für November 2024 09.12.2024 1 00096 131098 6 21 09131098D016 EK KKH Kaufmännische Kranken 1788101 1111 1 21 210824 211124 AZK-Std. 2000 Gehalt L L J,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01342,2024-12-09,2024-11,AOK,HEALTH_INSURANCE_RELATED_DOCUMENT,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Lohnauswertungen_November_2024-1.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_November_2024-1.pdf,,[[page 1]] Probeabrechnung WZ1 659798/10001/00096 für November 2024 09.12.2024 1 00096 131098 6 21 09131098D016 EK KKH Kaufmännische Kranken 1788101 1111 1 21 210824 211124 AZK-Std. 2000 Gehalt L L J,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01343,2024-12-09,2024-11,AOK,HEALTH_INSURANCE_RELATED_DOCUMENT,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Lohnauswertungen_November_2024-1__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_November_2024-1__copy2.pdf,,[[page 1]] Probeabrechnung WZ1 659798/10001/00096 für November 2024 09.12.2024 1 00096 131098 6 21 09131098D016 EK KKH Kaufmännische Kranken 1788101 1111 1 21 210824 211124 AZK-Std. 2000 Gehalt L L J,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01344,2024-12-09,2024-11,AOK,HEALTH_INSURANCE_RELATED_DOCUMENT,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Lohnauswertungen_November_2024-1.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/Lohnauswertungen_November_2024-1.pdf,,[[page 1]] Probeabrechnung WZ1 659798/10001/00096 für November 2024 09.12.2024 1 00096 131098 6 21 09131098D016 EK KKH Kaufmännische Kranken 1788101 1111 1 21 210824 211124 AZK-Std. 2000 Gehalt L L J,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01345,2024-12-09,2024-11,KKH,HEALTH_INSURANCE_RELATED_DOCUMENT,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Lohnauswertungen_November_2024-1.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_November_2024-1.pdf,,[[page 1]] Probeabrechnung WZ1 659798/10001/00096 für November 2024 09.12.2024 1 00096 131098 6 21 09131098D016 EK KKH Kaufmännische Kranken 1788101 1111 1 21 210824 211124 AZK-Std. 2000 Gehalt L L J,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01346,2024-12-09,2024-11,KKH,HEALTH_INSURANCE_RELATED_DOCUMENT,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Lohnauswertungen_November_2024-1.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_November_2024-1.pdf,,[[page 1]] Probeabrechnung WZ1 659798/10001/00096 für November 2024 09.12.2024 1 00096 131098 6 21 09131098D016 EK KKH Kaufmännische Kranken 1788101 1111 1 21 210824 211124 AZK-Std. 2000 Gehalt L L J,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01347,2024-12-09,2024-11,KKH,HEALTH_INSURANCE_RELATED_DOCUMENT,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Lohnauswertungen_November_2024-1__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_November_2024-1__copy2.pdf,,[[page 1]] Probeabrechnung WZ1 659798/10001/00096 für November 2024 09.12.2024 1 00096 131098 6 21 09131098D016 EK KKH Kaufmännische Kranken 1788101 1111 1 21 210824 211124 AZK-Std. 2000 Gehalt L L J,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01348,2024-12-09,2024-11,KKH,HEALTH_INSURANCE_RELATED_DOCUMENT,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Lohnauswertungen_November_2024-1.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/Lohnauswertungen_November_2024-1.pdf,,[[page 1]] Probeabrechnung WZ1 659798/10001/00096 für November 2024 09.12.2024 1 00096 131098 6 21 09131098D016 EK KKH Kaufmännische Kranken 1788101 1111 1 21 210824 211124 AZK-Std. 2000 Gehalt L L J,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01349,2024-12-10,2024-11,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2024-11-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Entgeltbescheinigungen 11-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 11-2024.pdf,,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im November 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK PLUS 01058 Dresden Überweisung 89878877 15.042,95 BKK Linde 65030 Wiesbaden Überweisung 89878877",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01350,2024-12-10,2024-11,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2024-11-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen2/Lohnauswertungen.pdf,,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im November 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK PLUS 01058 Dresden Überweisung 89878877 15.042,95 BKK Linde 65030 Wiesbaden Überweisung 89878877",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01351,2024-12-10,2024-11,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2024-11-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Entgeltbescheinigungen 11-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 11-2024.pdf,,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im November 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK PLUS 01058 Dresden Überweisung 89878877 15.042,95 BKK Linde 65030 Wiesbaden Überweisung 89878877",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01352,2024-12-10,2024-11,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2024-11-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Entgeltbescheinigungen 11-2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 11-2024__copy2.pdf,,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im November 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK PLUS 01058 Dresden Überweisung 89878877 15.042,95 BKK Linde 65030 Wiesbaden Überweisung 89878877",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01353,2024-12-10,2024-11,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2024-11-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Entgeltbescheinigungen 11-2024__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 11-2024__copy3.pdf,,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im November 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK PLUS 01058 Dresden Überweisung 89878877 15.042,95 BKK Linde 65030 Wiesbaden Überweisung 89878877",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01354,2024-12-10,2024-11,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2024-11-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Lohnauswertungen__copy25.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy25.pdf,,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im November 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK PLUS 01058 Dresden Überweisung 89878877 15.042,95 BKK Linde 65030 Wiesbaden Überweisung 89878877",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01355,2024-12-10,2024-11,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2024-11-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Lohnauswertungen__copy43.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy43.pdf,,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im November 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK PLUS 01058 Dresden Überweisung 89878877 15.042,95 BKK Linde 65030 Wiesbaden Überweisung 89878877",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01356,2024-12-10,2024-11,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2024-11-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Lohnauswertungen__copy7.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy7.pdf,,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im November 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Hessen 61281 Bad Homburg Überweisung 89878877 1.244,22 AOK PLUS 01058 Dresden Überweisung 89878877 15.042,95 BKK Linde 65030 Wiesbaden Überweisung 89878877",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01357,2024-12-10,2024-11,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Lohnauswertungen_November_2024.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_November_2024.pdf,,"59798 10001 Usti Nad Labem 27 Seite: 1 09119 Chemnitz VKZ: U0D Barauszahlungswerte November 2024 Pers.-Nr. Name Betrag/Euro VKZ 00094 Neamtu Ionel 1.830,10 U0C 00097 Savin Andrei-Antonio 1.882,53 U0C 00107 Sandu Narcis-Ionut 1.787,13 U0C 00110 Petrea Ciprian-Nicolae 1.381,30 U0C --------------------------------------------------------------------------------------",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01358,2024-12-10,2024-10,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Accountings 10-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/accountings102024/Accountings 10-2024.pdf,,"27 Steuerpflichtige Umsätze 19 v.H. 81 166.372,05 31.610,69 12 Umsatzsteuer 31.610,69 36 abziehbare Vorsteuerbeträge 66 7.384,11 37 Verbleibender Betrag 24.226,58 44 USt-Vorauszahlung / Überschuss 24.226,58 47 Umsatzsteuer - Vorauszahlung 83 24.226,58 49 Die Auswertung entspricht dem derzeitigen Stand der Buchführung. Währung: EUR Status 2024*FBY",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01359,2024-12-10,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,"Abstimmliste (DE - SEPA, Langform) (2).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen2/Abstimmliste (DE - SEPA, Langform) (2).pdf",,[[page 1]] Abstimmliste Seite 1 von 1 - Langfassung - Lohn und Gehalt 10.12.2024 SEPA-Überweisung Individuelle Zahlungen 11/2024 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2412101218 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro Z.-Nr. IBAN Empfänger B,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01360,2024-12-10,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,"Abstimmliste (DE - SEPA, Langform).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen2/Abstimmliste (DE - SEPA, Langform).pdf",,[[page 1]] Abstimmliste Seite 1 von 5 - Langfassung - Lohn und Gehalt 10.12.2024 SEPA-Überweisung Lohn/Gehalt 11/2024 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2412101217 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro Z.-Nr. IBAN Empfänger BIC Verwendu,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01361,2024-12-10,2024-11,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Lohnauswertungen_November_2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_November_2024.pdf,,"59798 10001 Usti Nad Labem 27 Seite: 1 09119 Chemnitz VKZ: U0D Barauszahlungswerte November 2024 Pers.-Nr. Name Betrag/Euro VKZ 00094 Neamtu Ionel 1.830,10 U0C 00097 Savin Andrei-Antonio 1.882,53 U0C 00107 Sandu Narcis-Ionut 1.787,13 U0C 00110 Petrea Ciprian-Nicolae 1.381,30 U0C --------------------------------------------------------------------------------------",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01362,2024-12-10,2024-11,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Lohnauswertungen_November_2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Lohnauswertungen_November_2024__copy2.pdf,,"59798 10001 Usti Nad Labem 27 Seite: 1 09119 Chemnitz VKZ: U0D Barauszahlungswerte November 2024 Pers.-Nr. Name Betrag/Euro VKZ 00094 Neamtu Ionel 1.830,10 U0C 00097 Savin Andrei-Antonio 1.882,53 U0C 00107 Sandu Narcis-Ionut 1.787,13 U0C 00110 Petrea Ciprian-Nicolae 1.381,30 U0C --------------------------------------------------------------------------------------",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01363,2024-12-10,2024-10,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Accountings 10-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 10-2024.pdf,,"27 Steuerpflichtige Umsätze 19 v.H. 81 166.372,05 31.610,69 12 Umsatzsteuer 31.610,69 36 abziehbare Vorsteuerbeträge 66 7.384,11 37 Verbleibender Betrag 24.226,58 44 USt-Vorauszahlung / Überschuss 24.226,58 47 Umsatzsteuer - Vorauszahlung 83 24.226,58 49 Die Auswertung entspricht dem derzeitigen Stand der Buchführung. Währung: EUR Status 2024*FBY",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01364,2024-12-10,2024-01,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Accountings 10-2024__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 10-2024__copy2.pdf,,"27 Steuerpflichtige Umsätze 19 v.H. 81 166.372,05 31.610,69 12 Umsatzsteuer 31.610,69 36 abziehbare Vorsteuerbeträge 66 7.384,11 37 Verbleibender Betrag 24.226,58 44 USt-Vorauszahlung / Überschuss 24.226,58 47 Umsatzsteuer - Vorauszahlung 83 24.226,58 49 Die Auswertung entspricht dem derzeitigen Stand der Buchführung. Währung: EUR Status 2024*FBY",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01365,2024-12-10,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,"Abstimmliste (DE - SEPA, Langform) (2)__copy2.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (2)__copy2.pdf",,[[page 1]] Abstimmliste Seite 1 von 1 - Langfassung - Lohn und Gehalt 10.12.2024 SEPA-Überweisung Individuelle Zahlungen 11/2024 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2412101218 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro Z.-Nr. IBAN Empfänger B,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-01366,2024-12-10,2024-12,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,"Abstimmliste (DE - SEPA, Langform) (2)__copy5.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (2)__copy5.pdf",,[[page 1]] Abstimmliste Seite 1 von 1 - Langfassung - Lohn und Gehalt 10.12.2024 SEPA-Überweisung Individuelle Zahlungen 11/2024 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2412101218 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro Z.-Nr. IBAN Empfänger B,pdf_fitz_keyword_scan,MEDIUM,,
