police_category,rank,document,date,Krankenkasse,fact_established,why_needed,source_path,source_snippet,confidence
G,CORE,"39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf",2023-12-28,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,"00_INBOX - Входящи - Eingang/Accounting/accountings112023/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
G,CORE,"39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf",2023-12-28,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,"00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
G,CORE,"39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf",2023-12-28,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
G,CORE,"39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303__copy2.pdf",2023-12-28,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303__copy2.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
G,CORE,10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,2024-01-11,AOK Hessen,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
G,CORE,10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,2024-01-11,AOK Hessen,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
G,CORE,10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1__copy2.pdf,2024-01-11,AOK Hessen,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
G,CORE,10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,2024-01-11,AOK Hessen,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
G,CORE,10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,2024-01-12,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting/10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
G,CORE,Pay Roll 12.2023.pdf,2024-01-12,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting/payroll12_2023/Pay Roll 12.2023.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Dezember 2023 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.253,54 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 6.670,50 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
G,CORE,10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,2024-01-12,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
G,CORE,10001_12-2023_Brutto_NettoProbe_00025_ZZ1__copy2.pdf,2024-01-12,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,Material source row for requested police evidence category.,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_Brutto_NettoProbe_00025_ZZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
