evidence_id,classification,reason,event_date,contribution_period,Krankenkasse,amount_paid,amount_outstanding,source_file,source_snippet,confidence
SI-390JS-5935-26-00499,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-29,2024-01,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/40850 - Rechnung 240213_2024 vom 29.01.2024, Aufträge 31_24, 32_23, 33_23, 33_24, 34_24, 98_24, Mandant 42303__copy2.pdf","DEÜV 30,00 EUR AN Januar/2024 § 34 Abs. 1 StBVV 2022 3 25,00 EUR Erstmalige Einrichtung von Lohnkonten und Aufnahme der Stammdaten 75,00 EUR AN Januar/2024 2 15,00 EUR Pfändungen Garnishment 30,00 EUR AN Januar/2024 4 15,00 EUR Lohnbescheinigungen für die Arbeitnehmer (Certificate for the familiy fund/ housing benefit/parental leave) 60,00 EUR AN Januar/2024 Seite 1 Übertrag 1.559,20 EUR [[page 2]] Mandantennummer: 4",MEDIUM
SI-390JS-5935-26-00576,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-14,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00577,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-02-14,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00578,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-14,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00579,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-02-14,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00580,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-14,,AOK Nordost,,,00_INBOX - Входящи - Eingang/Accounting/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00581,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-02-14,,AOK Nordost,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00582,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-14,,AOK Nordost,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00583,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-02-14,,AOK Nordost,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00584,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-14,,KKH,,,00_INBOX - Входящи - Eingang/Accounting/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00585,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-02-14,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00586,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-14,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00587,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-02-14,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00588,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,2024-01,AOK,,2217.50,00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 01-2024.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Januar 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.217,50 AOK Bayern Die Gesundheitsk 81739 München Keine Überw. 89878877 1.111,75- AOK Hessen 61281 Bad Homburg Überweisung 89878877",HIGH
SI-390JS-5935-26-00589,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,2024-01,AOK,,2217.50,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenjanuar2024/Lohnauswertungen.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Januar 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.217,50 AOK Bayern Die Gesundheitsk 81739 München Keine Überw. 89878877 1.111,75- AOK Hessen 61281 Bad Homburg Überweisung 89878877",HIGH
SI-390JS-5935-26-00590,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-02-15,2024-01,AOK,,2217.50,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 01-2024.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Januar 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.217,50 AOK Bayern Die Gesundheitsk 81739 München Keine Überw. 89878877 1.111,75- AOK Hessen 61281 Bad Homburg Überweisung 89878877",HIGH
SI-390JS-5935-26-00591,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,2024-01,AOK,,2217.50,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 01-2024__copy2.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Januar 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.217,50 AOK Bayern Die Gesundheitsk 81739 München Keine Überw. 89878877 1.111,75- AOK Hessen 61281 Bad Homburg Überweisung 89878877",HIGH
SI-390JS-5935-26-00592,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,2024-01,AOK,,2217.50,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 01-2024__copy3.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Januar 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.217,50 AOK Bayern Die Gesundheitsk 81739 München Keine Überw. 89878877 1.111,75- AOK Hessen 61281 Bad Homburg Überweisung 89878877",HIGH
SI-390JS-5935-26-00593,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,2024-01,AOK,,2217.50,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy13.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Januar 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.217,50 AOK Bayern Die Gesundheitsk 81739 München Keine Überw. 89878877 1.111,75- AOK Hessen 61281 Bad Homburg Überweisung 89878877",HIGH
SI-390JS-5935-26-00594,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,2024-01,AOK,,2217.50,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy31.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Januar 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.217,50 AOK Bayern Die Gesundheitsk 81739 München Keine Überw. 89878877 1.111,75- AOK Hessen 61281 Bad Homburg Überweisung 89878877",HIGH
SI-390JS-5935-26-00595,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,2024-01,AOK,,2217.50,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy49.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Januar 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.217,50 AOK Bayern Die Gesundheitsk 81739 München Keine Überw. 89878877 1.111,75- AOK Hessen 61281 Bad Homburg Überweisung 89878877",HIGH
SI-390JS-5935-26-00600,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1 (2)-1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00601,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1 (2).pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00602,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-02-15,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1 (2)-1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00603,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1 (2)-1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00604,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-02-15,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1 (2)-1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00605,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-02-15,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1 (2).pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00606,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1 (2)__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00607,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1 (2)__copy3.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00608,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,,AOK Nordost,,,00_INBOX - Входящи - Eingang/Accounting/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1 (2)-1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00609,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-02-15,,AOK Nordost,,,00_INBOX - Входящи - Eingang/Accounting/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1 (2).pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00610,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-02-15,,AOK Nordost,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_01-2024_DivAuswertungen_DivMitarbeiter_2Z1 (2)-1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
