filename,full_path,file_type,detected_document_type,reason_not_processed,password_attempted,password_success,text_extracted,structured_rows_extracted,missing_required_fields,recommended_next_action,confidence,status
BKK .pdf,00_INBOX - Входящи - Eingang/Accounting/BKK .pdf,.pdf,Health Insurance,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
BKK Linde Ratenzahlung.pdf,00_INBOX - Входящи - Eingang/Accounting/BKK Linde Ratenzahlung.pdf,.pdf,Health Insurance,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
BRN3C2AF492C3FA_20240103_104208_027680.pdf,00_INBOX - Входящи - Eingang/Accounting/BRN3C2AF492C3FA_20240103_104208_027680.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
BRN3C2AF492C3FA_20240516_114103_031693.pdf,00_INBOX - Входящи - Eingang/Accounting/BRN3C2AF492C3FA_20240516_114103_031693.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
BRN3C2AF492C3FA_20250106_123149_036763.pdf,00_INBOX - Входящи - Eingang/Accounting/BRN3C2AF492C3FA_20250106_123149_036763.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
BRN3C2AF492C3FA_20250130_141507_037353.pdf,00_INBOX - Входящи - Eingang/Accounting/BRN3C2AF492C3FA_20250130_141507_037353.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
BRN3C2AF492C3FA_20250207_104944_037434.pdf,00_INBOX - Входящи - Eingang/Accounting/BRN3C2AF492C3FA_20250207_104944_037434.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
BRN3C2AF492C3FA_20250312_121121_038078.pdf,00_INBOX - Входящи - Eingang/Accounting/BRN3C2AF492C3FA_20250312_121121_038078.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
BRN3C2AF492C3FA_20250425_105744_039055.pdf,00_INBOX - Входящи - Eingang/Accounting/BRN3C2AF492C3FA_20250425_105744_039055.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
BRN3C2AF492C3FA_20251119_133706_044302.pdf,00_INBOX - Входящи - Eingang/Accounting/BRN3C2AF492C3FA_20251119_133706_044302.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
DocScanner 27.01.2025 г. 15-09 ч..pdf,00_INBOX - Входящи - Eingang/Accounting/DocScanner 27.01.2025 г. 15-09 ч..pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Hauptzollamt Erfurt Umbuchung der Zahlung.pdf,00_INBOX - Входящи - Eingang/Accounting/Hauptzollamt Erfurt Umbuchung der Zahlung.pdf,.pdf,Health Insurance,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
image.png,00_INBOX - Входящи - Eingang/Accounting/image.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
image001.png,00_INBOX - Входящи - Eingang/Accounting/image001.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
image00122.png,00_INBOX - Входящи - Eingang/Accounting/image00122.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
image222.png,00_INBOX - Входящи - Eingang/Accounting/image222.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
KD.-NR.550980 OP-Liste.pdf,00_INBOX - Входящи - Eingang/Accounting/KD.-NR.550980 OP-Liste.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen_April_2025.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_April_2025.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen_August_2024.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_August_2024.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen_Juli_2024.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_Juli_2024.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen_Juli_2025.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_Juli_2025.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen_Juni_2025.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_Juni_2025.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen_Mai_2024-1.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_Mai_2024-1.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen_Mai_2024.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_Mai_2024.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen_November_2024-1.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_November_2024-1.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen_November_2024.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_November_2024.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen_Oktober_2024.pdf,00_INBOX - Входящи - Eingang/Accounting/Lohnauswertungen_Oktober_2024.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Martin Zahariev - Bescheid - Adressnachweis.pdf,00_INBOX - Входящи - Eingang/Accounting/Martin Zahariev - Bescheid - Adressnachweis.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Screenshot_20240212_173450_Samsung Internet.jpg,00_INBOX - Входящи - Eingang/Accounting/Screenshot_20240212_173450_Samsung Internet.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Screenshot_20250121_103739_Revolut.jpg,00_INBOX - Входящи - Eingang/Accounting/Screenshot_20250121_103739_Revolut.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Screenshot_20250127_123918_Google.jpg,00_INBOX - Входящи - Eingang/Accounting/Screenshot_20250127_123918_Google.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Screenshot_20250127_124135_Google.jpg,00_INBOX - Входящи - Eingang/Accounting/Screenshot_20250127_124135_Google.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
SEPA AOK Sachsen-Anhalt.pdf,00_INBOX - Входящи - Eingang/Accounting/SEPA AOK Sachsen-Anhalt.pdf,.pdf,Health Insurance,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA List health security-1.pdf,00_INBOX - Входящи - Eingang/Accounting/SEPA List health security-1.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Still missing.PNG,00_INBOX - Входящи - Eingang/Accounting/Still missing.PNG,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
tempFileForShare_20250127-132510.jpg,00_INBOX - Входящи - Eingang/Accounting/tempFileForShare_20250127-132510.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Test Pay ROll.pdf,00_INBOX - Входящи - Eingang/Accounting/Test Pay ROll.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
unnamed.png,00_INBOX - Входящи - Eingang/Accounting/unnamed.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
unnamed1.png,00_INBOX - Входящи - Eingang/Accounting/unnamed1.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
unnamed222.jpg,00_INBOX - Входящи - Eingang/Accounting/unnamed222.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
unnamed222.png,00_INBOX - Входящи - Eingang/Accounting/unnamed222.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
unnamed3.png,00_INBOX - Входящи - Eingang/Accounting/unnamed3.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
unnamed3333333.jpg,00_INBOX - Входящи - Eingang/Accounting/unnamed3333333.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
unnamed34.22png,00_INBOX - Входящи - Eingang/Accounting/unnamed34.22png,.22png,,Unsupported file type: .22png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Untitled.jpg,00_INBOX - Входящи - Eingang/Accounting/Untitled.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
viactiv krankenv..png,00_INBOX - Входящи - Eingang/Accounting/viactiv krankenv..png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Vivda BKK.pdf,00_INBOX - Входящи - Eingang/Accounting/Vivda BKK.pdf,.pdf,Health Insurance,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Без им22е222.png,00_INBOX - Входящи - Eingang/Accounting/Без им22е222.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Без име222.png,00_INBOX - Входящи - Eingang/Accounting/Без име222.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
2.htm,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/2.htm,.htm,,Unsupported file type: .htm,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
32.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/32.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
32_002.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/32_002.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
32_003.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/32_003.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
a.htm,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/a.htm,.htm,,Unsupported file type: .htm,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
app.htm,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/app.htm,.htm,,Unsupported file type: .htm,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
bscframe.htm,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/bscframe.htm,.htm,,Unsupported file type: .htm,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
cb=gapi.loaded_0,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/cb=gapi.loaded_0,.loaded_0,,Unsupported file type: .loaded_0,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
cb=gapi.loaded_1,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/cb=gapi.loaded_1,.loaded_1,,Unsupported file type: .loaded_1,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
cb=gapi.loaded_2,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/cb=gapi.loaded_2,.loaded_2,,Unsupported file type: .loaded_2,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
cleardot.gif,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/cleardot.gif,.gif,,Unsupported file type: .gif,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
cleardot_002.gif,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/cleardot_002.gif,.gif,,Unsupported file type: .gif,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
gmail_lhn_icon_468fb3e91953c34a349664185ab06b12.svg,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/gmail_lhn_icon_468fb3e91953c34a349664185ab06b12.svg,.svg,,Unsupported file type: .svg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
google_workspace_1x.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/google_workspace_1x.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
google_workspace_2x.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/google_workspace_2x.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
icon_3_pdf_x16.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/icon_3_pdf_x16.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
lazy.min.js,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/lazy.min.js,.js,,Unsupported file type: .js,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
logo_gmail_lockup_default_1x_r7.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/logo_gmail_lockup_default_1x_r7.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
logo_gmail_lockup_default_2x_r7.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/logo_gmail_lockup_default_2x_r7.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
logo_loading.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/logo_loading.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
logo_loading_2x.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/logo_loading_2x.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
m=a,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/m=a,,,Unsupported file type: ,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
m=b,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/m=b,,,Unsupported file type: ,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
"m=ebdd,sps,l,spit,t,it,anc","00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/m=ebdd,sps,l,spit,t,it,anc",,,Unsupported file type: ,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
"m=m,m_i","00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/m=m,m_i",,,Unsupported file type: ,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
RotateCookiesPage.htm,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/RotateCookiesPage.htm,.htm,,Unsupported file type: .htm,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
rs=AA2YrTuDWbAN8-VT3mmz0owHPs0Sou5KiA,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/rs=AA2YrTuDWbAN8-VT3mmz0owHPs0Sou5KiA,,,Unsupported file type: ,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
rs=AA2YrTv6bergjBgiGMuELW2UtRLSUgJ9LA.css,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/rs=AA2YrTv6bergjBgiGMuELW2UtRLSUgJ9LA.css,.css,,Unsupported file type: .css,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
SWG_GShield_Lockup_Horizontal_24px.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/SWG_GShield_Lockup_Horizontal_24px.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
thumb.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/thumb.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
thumb_002.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/thumb_002.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
unnamed.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/unnamed.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
unnamed_002.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/unnamed_002.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
